AT,V,AP,RH,PE
26.43,77.17,1008.67,92.59,431.26
21.7,64.69,1007.93,78.37,448.76
30.26,77.24,1008.39,74.25,430.51
29.59,74.78,1009.45,55.75,436.77
25.09,58.95,1016.99,53.16,443.26
21.82,58.66,1011.71,64.37,452.16
9.59,37.14,1013.8,72.85,474.74
27.23,66.48,1005.23,52.38,432.55
25.65,68.08,1011.27,75.26,435.91
21.73,69.05,1001.31,86.64,439.01
8.58,38.38,1021.03,84.37,482.26
21.81,65.06,1014.6,66.41,447.13
9.41,43.5,1021.0,88.74,473.84
27.34,70.98,1008.82,71.42,438.73
13.72,44.47,1027.2,68.89,470.66
15.24,37.87,1020.52,84.49,463.09
8.13,71.14,1018.94,86.7,471.99
18.94,47.83,1005.18,78.59,455.19
23.22,66.56,1002.47,85.39,437.11
23.63,73.18,1012.29,88.81,437.7
6.33,42.07,1004.25,77.1,484.57
28.12,44.89,1009.18,47.14,441.13
22.43,63.21,1012.06,84.75,447.98
12.58,39.72,1018.08,64.25,469.38
16.65,46.18,1010.6,95.69,465.6
19.3,44.9,1008.89,70.55,452.75
13.86,50.59,1019.2,97.22,467.23
8.68,41.82,1032.83,73.62,478.61
13.97,53.82,1016.81,62.32,465.24
4.95,42.07,1004.87,80.88,485.67
25.01,68.63,1013.76,43.65,447.12
9.29,34.03,1018.84,74.81,483.74
25.43,72.39,1002.65,88.13,436.1
19.54,50.66,1014.7,84.53,456.61
19.48,58.66,1013.32,73.16,454.4
18.52,58.41,1013.77,99.89,446.68
25.77,69.04,1009.66,65.49,445.35
26.24,70.36,1005.4,82.43,437.31
33.7,68.27,1007.16,50.41,427.4
25.06,64.63,1020.66,54.93,446.57
11.75,40.55,1018.09,97.7,472.43
23.62,73.67,1007.0,90.8,438.33
23.63,63.57,1011.05,87.96,449.01
30.4,77.3,1002.44,59.42,438.43
10.16,40.8,1028.13,86.39,477.49
27.36,58.33,1013.86,56.7,439.14
26.3,77.95,1009.45,78.72,437.95
19.3,56.65,1020.55,70.43,459.1
30.92,59.57,1010.87,62.43,440.96
23.57,70.04,1011.06,82.79,437.53
24.27,70.47,1008.96,78.31,434.24
31.88,66.44,1009.25,64.06,427.83
20.76,51.19,1009.0,87.23,445.0
8.21,38.91,1015.82,88.99,481.32
24.1,71.29,1007.96,67.56,442.8
25.38,70.94,1007.87,73.59,446.31
22.07,50.78,1008.6,61.33,449.96
15.22,41.67,1013.18,67.17,469.93
14.76,40.71,1017.37,71.07,465.58
29.19,70.32,1008.28,55.42,427.9
24.38,57.17,1009.85,74.46,444.59
18.97,44.78,1007.87,47.98,463.46
11.86,39.85,1013.0,66.92,478.29
30.42,67.69,1006.23,54.19,430.9
6.54,39.33,1011.54,93.69,491.16
21.39,52.3,1009.2,79.77,446.87
7.16,38.56,1019.17,70.1,486.12
8.52,41.55,1002.09,86.81,483.63
4.83,38.44,1015.35,72.94,485.32
29.99,74.9,1003.84,64.43,435.87
9.68,41.48,1018.24,71.04,473.31
13.87,49.83,1006.76,89.14,462.46
32.06,75.33,1001.96,63.15,432.92
16.76,43.77,1012.25,77.95,457.0
11.08,38.16,1014.45,74.99,473.32
5.53,35.79,1011.19,94.01,484.64
29.91,74.33,1013.22,39.76,430.26
11.01,40.22,1011.13,83.09,476.69
15.09,41.76,1022.4,76.22,463.27
21.97,58.95,1017.78,76.95,443.61
12.72,40.6,1013.45,86.16,471.23
11.09,40.43,1025.47,74.97,490.96
24.27,74.93,1012.73,73.81,443.06
20.12,56.53,1020.34,75.59,454.54
29.97,69.14,1007.92,66.74,433.82
27.2,59.74,1011.99,56.74,440.13
24.4,60.37,1006.77,82.43,440.64
20.16,60.1,1011.24,86.23,453.36
12.77,36.71,1013.29,86.4,475.59
27.35,69.48,1008.51,65.81,432.31
21.79,58.2,1017.21,66.74,446.94
12.45,43.67,1013.61,91.34,474.27
25.37,44.89,1009.27,63.06,442.38
29.04,60.07,1014.88,47.23,438.5
21.19,58.86,1014.19,68.96,452.43
11.37,39.16,1016.54,87.05,480.54
24.33,77.54,1008.5,82.45,435.38
13.32,44.9,1007.72,78.64,466.3
16.98,44.85,1015.48,51.77,464.27
23.06,63.9,1013.54,65.28,447.36
25.77,58.59,1012.51,55.84,449.65
11.28,42.44,1014.62,99.78,473.36
14.45,39.58,1012.41,79.0,467.62
4.24,39.9,1009.28,96.74,491.25
32.2,72.29,1008.61,69.94,432.52
27.74,70.32,1009.58,50.29,433.47
28.62,59.14,1016.36,53.1,436.09
13.27,40.27,1006.1,40.04,473.88
6.16,38.5,1012.83,93.68,490.92
28.88,66.56,1006.26,59.15,426.66
13.35,41.39,1019.17,72.87,474.19
25.62,73.17,1011.65,86.45,430.56
11.1,40.0,1021.29,86.58,477.2
15.3,43.34,1013.23,82.73,463.7
10.15,41.17,1019.38,82.3,480.71
32.21,71.85,1008.25,58.09,429.15
24.44,69.84,1005.34,80.37,430.3
6.86,42.49,1007.95,93.96,486.14
32.51,69.98,1011.92,49.45,428.37
12.16,45.0,1021.51,50.52,482.99
18.11,43.43,1008.65,73.3,451.38
21.29,47.45,1008.85,71.6,447.78
30.5,66.75,1017.55,38.2,432.87
32.66,73.68,1014.64,40.88,425.17
24.17,48.78,1018.08,75.14,440.96
33.82,73.03,1013.49,42.17,439.3
4.49,38.44,1015.47,76.96,485.78
30.47,77.3,1002.13,63.7,434.68
14.85,40.69,1014.91,72.64,469.3
16.9,54.3,1017.97,60.57,460.57
16.49,41.93,1022.92,44.98,467.48
10.56,41.54,1019.92,78.95,479.33
13.78,38.47,1015.2,57.8,466.41
9.46,41.4,1026.78,87.58,480.82
27.47,63.78,1016.07,48.47,446.69
9.58,38.08,1019.49,67.54,478.5
27.33,52.84,1005.88,56.16,438.97
26.31,48.6,1002.64,60.04,440.06
26.02,70.79,1004.21,79.12,428.72
5.79,45.87,1010.23,95.41,480.97
26.28,68.14,1005.61,53.17,435.71
15.95,49.25,1019.04,88.51,463.4
8.25,37.49,1009.02,81.09,480.38
10.88,44.63,1020.52,86.81,469.57
8.48,40.05,1015.89,90.25,483.5
28.35,70.32,1009.22,47.13,427.21
22.73,43.79,1015.61,42.66,460.2
12.63,41.48,1009.61,87.69,461.09
26.85,71.73,1010.06,65.24,429.97
12.07,41.17,1013.54,71.32,479.28
22.12,63.91,1009.61,90.83,447.77
31.88,70.36,1006.2,57.51,438.42
20.76,62.52,1015.63,81.04,451.69
11.04,39.96,1025.75,94.44,468.84
9.97,39.99,1010.09,95.0,477.31
10.66,41.93,1016.12,94.16,479.61
16.29,44.34,1019.49,59.36,468.8
17.01,44.2,1019.18,61.23,457.26
23.6,57.17,1009.84,74.27,446.05
9.82,41.04,1026.72,77.28,473.98
20.18,56.53,1020.3,77.1,454.14
15.78,48.6,1007.24,84.23,460.86
20.3,44.9,1008.25,64.08,457.6
11.68,40.55,1006.48,96.16,474.8
24.98,58.05,1011.69,69.97,447.15
28.75,64.69,1007.1,60.37,437.94
29.42,56.9,1006.51,53.6,439.51
13.41,49.83,1008.83,87.14,466.38
7.57,41.14,1028.23,87.97,477.8
26.06,64.05,1012.0,84.05,442.24
13.31,40.03,1017.73,84.48,470.31
26.35,64.05,1009.81,81.24,433.63
26.73,68.84,1010.75,66.83,440.45
30.34,71.25,1000.94,67.29,431.18
23.54,70.32,1010.89,80.76,434.45
16.7,50.66,1014.86,94.87,457.74
11.73,40.64,1020.68,96.98,477.06
32.25,77.54,1010.46,54.57,430.86
12.66,43.67,1012.49,95.96,472.44
12.47,45.01,1017.8,95.25,467.18
23.45,66.25,1009.1,90.28,443.44
19.94,50.78,1008.78,92.07,449.6
22.19,60.37,1008.45,92.43,440.75
13.27,42.28,1008.3,86.2,468.86
11.11,40.55,1023.91,87.12,476.37
26.57,73.21,1002.31,92.51,431.68
17.76,42.42,1009.09,66.26,468.27
26.27,59.44,1012.23,58.77,443.67
20.08,54.42,1011.79,89.35,457.14
14.24,39.58,1011.17,70.45,469.94
22.64,63.73,1013.88,84.22,447.21
6.15,40.77,1022.42,88.57,482.49
12.17,40.6,1013.59,88.62,473.76
26.17,48.92,1009.87,34.43,440.09
22.72,64.15,1021.14,60.34,453.13
11.64,40.22,1010.58,80.84,477.52
18.31,46.21,1010.46,82.15,451.75
21.45,66.05,1014.81,73.73,453.38
26.92,73.17,1011.42,76.94,431.29
15.8,53.82,1015.87,68.48,463.09
14.46,45.87,1009.21,84.09,464.5
16.85,41.35,1006.14,79.21,463.37
17.03,43.99,1021.5,82.32,460.25
9.23,37.36,1015.01,67.38,481.08
9.46,36.66,1026.22,72.58,479.06
33.42,68.51,1011.91,45.83,427.66
15.62,41.76,1023.82,66.17,459.72
23.3,72.99,1008.54,92.11,437.62
23.26,59.14,1016.98,76.29,440.37
13.89,43.7,1015.12,64.99,470.88
6.94,39.61,1017.74,81.43,480.07
16.51,41.79,1007.1,74.03,457.74
17.7,38.52,1020.15,69.8,455.5
14.84,38.91,1013.78,69.27,467.83
31.4,71.06,1008.44,74.77,433.34
14.35,39.39,1012.92,82.41,470.53
29.8,64.69,1006.6,54.43,437.85
17.4,63.09,1020.84,92.58,453.0
28.01,44.89,1008.98,48.52,444.76
25.89,58.86,1014.16,52.95,445.17
19.68,56.65,1020.75,67.25,456.89
18.88,43.69,1016.77,46.88,464.63
7.94,40.56,1023.25,80.84,488.01
29.0,75.33,1001.6,71.43,432.65
26.19,65.61,1014.51,54.52,443.73
26.75,58.33,1013.55,45.47,444.09
17.07,41.35,1005.88,83.43,464.6
7.73,39.04,1018.61,68.23,482.39
19.27,50.9,1011.72,83.14,455.09
28.96,75.23,1010.88,49.45,439.03
29.86,69.34,1007.76,54.12,433.57
18.86,46.48,1007.28,78.47,452.0
21.47,60.77,1018.06,85.73,444.02
27.58,66.48,1004.82,51.23,435.34
6.05,42.85,1013.09,91.88,485.02
9.55,43.99,1020.5,97.28,476.06
23.23,64.69,1008.12,76.6,444.01
19.59,59.87,1018.28,84.83,449.74
10.91,40.1,1014.07,91.45,478.34
27.84,72.39,1001.18,83.46,432.19
24.54,60.29,1017.42,58.94,447.67
22.2,59.21,1017.87,73.34,445.29
10.63,37.5,1008.93,98.14,474.81
6.02,43.65,1013.85,83.53,481.92
24.81,59.87,1018.56,61.18,444.89
14.97,43.67,1011.13,87.33,465.54
34.76,68.94,1006.75,41.31,427.42
18.16,43.72,1008.64,75.22,454.98
28.69,71.29,1009.22,68.35,433.07
7.19,39.37,1019.67,70.77,480.4
30.08,67.25,1017.57,47.77,432.1
16.85,50.9,1013.26,83.94,460.68
23.76,70.32,1012.13,78.84,434.64
22.53,60.95,1015.12,75.1,449.43
12.45,40.1,1015.4,82.61,473.63
27.44,58.9,1003.86,66.74,442.19
21.19,55.5,1019.83,65.22,455.93
23.07,50.05,1006.9,86.98,442.97
28.88,63.76,1010.16,56.34,435.54
19.72,47.03,1012.1,90.36,458.59
21.06,62.91,1011.92,75.52,455.22
15.12,39.16,1006.55,76.99,463.78
20.77,69.51,1012.96,62.89,442.82
9.19,40.62,1017.78,68.91,475.42
31.94,69.98,1013.32,56.17,432.03
24.01,42.48,1011.39,55.1,453.12
24.13,45.61,1012.63,71.36,453.19
22.56,66.48,1003.82,77.46,437.73
10.68,37.92,1009.59,65.05,474.03
18.19,44.06,1017.24,78.73,456.13
24.04,60.77,1017.62,75.23,442.25
13.6,42.86,1013.37,87.52,472.27
27.04,73.67,1006.82,77.45,431.1
22.45,57.76,1017.55,58.6,450.61
7.24,39.04,1019.0,68.69,485.57
23.9,61.47,1009.01,81.05,438.73
20.06,52.84,1004.21,82.12,447.47
12.92,39.35,1014.56,88.29,469.83
31.07,70.98,1007.24,72.03,432.96
5.63,39.22,1013.35,77.67,486.83
35.1,68.27,1006.96,43.51,426.3
30.9,70.8,1008.48,67.48,435.27
20.96,61.27,1019.99,67.32,448.77
29.36,78.05,1011.12,64.17,434.29
25.37,68.31,1011.12,70.99,441.76
6.52,35.57,1025.37,78.32,486.06
22.11,59.8,1016.74,73.9,453.45
25.13,59.44,1012.38,77.92,445.59
23.66,72.43,1008.0,89.49,439.02
28.68,70.32,1008.51,45.73,430.48
16.69,46.18,1011.0,97.85,458.57
10.41,36.71,1022.02,84.56,474.2
18.81,61.87,1009.71,70.47,448.49
23.57,66.75,1018.06,80.19,439.71
23.35,63.47,1011.78,84.24,437.87
25.6,71.73,1010.15,68.99,436.7
13.65,41.58,1020.56,72.17,460.8
23.39,71.25,1005.22,93.7,435.68
9.99,36.71,1023.57,83.53,475.85
11.78,39.96,1011.37,82.95,472.79
14.38,40.66,1016.34,92.37,463.1
14.26,40.92,1022.07,73.96,460.38
26.09,70.4,1007.41,85.37,432.52
21.19,52.3,1008.24,79.19,447.06
10.33,40.0,1021.35,90.84,479.32
25.42,73.21,1001.91,93.78,432.04
33.67,80.18,1010.83,60.87,431.99
22.48,67.45,1014.77,63.9,445.55
19.55,56.53,1020.2,78.1,455.56
18.55,43.69,1016.84,47.95,465.2
25.23,58.82,1010.9,70.47,442.64
15.62,40.89,1007.01,79.21,466.15
32.63,73.88,1005.64,52.56,435.75
14.51,42.77,1017.47,81.95,463.37
22.94,61.5,1008.25,73.45,445.31
13.41,45.0,1021.65,45.24,478.96
23.71,50.23,1017.55,73.24,458.59
26.41,60.93,1007.16,66.02,436.71
14.71,44.0,1024.98,85.08,462.87
18.03,53.16,1013.02,81.95,456.55
12.04,38.25,1013.08,82.45,472.13
27.31,64.44,1014.65,57.27,442.77
13.16,43.71,1024.44,85.68,469.06
25.69,59.54,1004.05,81.69,439.06
16.52,43.7,1015.08,58.36,466.73
7.62,44.71,1020.56,69.96,486.07
17.12,58.95,1016.74,90.41,451.67
29.92,69.75,1009.12,67.15,441.5
29.97,70.32,1007.44,53.26,428.42
8.91,40.69,1015.11,89.65,481.59
26.41,65.59,1010.69,73.78,441.49
17.85,46.48,1007.79,83.59,458.16
6.22,39.33,1012.31,93.23,491.77
18.58,49.25,1019.92,60.24,452.94
10.52,41.48,1018.0,68.99,469.8
28.81,64.96,1000.46,68.05,427.91
12.86,40.6,1013.6,84.85,472.04
24.6,57.85,1012.92,69.56,447.09
27.0,59.15,1013.12,61.39,440.58
8.49,36.25,1029.7,84.41,480.35
11.86,40.27,1008.06,72.91,474.57
11.97,45.51,1016.84,81.47,472.82
23.24,51.95,1006.21,78.08,448.5
13.87,41.74,1021.42,64.02,472.12
30.47,70.02,1009.65,62.03,435.72
10.58,41.49,1020.43,91.9,473.19
12.32,41.62,1012.88,88.88,464.72
26.96,65.34,1015.05,46.93,441.81
24.35,59.21,1018.21,54.46,444.35
11.91,41.49,1019.69,96.39,470.07
19.2,54.2,1011.46,84.44,450.75
8.04,41.92,1029.7,92.21,482.58
6.57,39.37,1020.2,77.37,487.94
24.05,70.4,1006.83,92.35,442.07
11.91,40.69,1014.41,83.71,476.71
11.03,44.78,1013.16,83.85,470.17
14.05,40.71,1016.36,68.58,465.74
31.09,59.57,1010.67,60.5,440.08
24.75,63.57,1010.47,84.24,445.3
23.47,60.77,1017.19,75.36,444.46
24.67,68.14,1004.96,58.15,438.4
14.8,38.73,1003.18,80.73,467.54
27.19,64.96,1006.71,73.99,428.79
23.32,69.23,1011.75,75.59,436.18
25.86,61.08,1013.51,67.5,449.67
12.36,41.74,1020.58,69.24,477.16
24.14,60.07,1016.56,58.08,440.17
29.11,74.9,1003.31,74.01,432.43
11.92,38.25,1013.13,84.92,472.5
13.66,40.55,1005.46,96.02,467.7
27.11,69.75,1009.74,85.67,433.28
17.86,45.0,1023.25,53.48,465.78
5.97,36.25,1029.65,86.74,487.03
23.69,63.77,1013.39,79.5,444.07
26.25,61.02,1011.47,71.22,436.44
14.94,42.77,1018.06,75.35,460.51
12.76,41.48,1014.06,70.34,461.61
12.29,40.71,1019.71,83.09,469.75
26.62,65.12,1016.0,43.24,441.22
26.86,68.08,1012.99,50.04,436.25
20.76,58.18,1007.8,99.22,449.25
7.64,41.17,1020.01,75.14,488.53
24.44,52.84,1006.39,49.05,440.2
17.77,44.6,1016.97,54.25,460.13
17.04,56.03,1020.38,68.69,462.48
32.11,78.05,1010.36,58.78,431.31
28.24,71.58,1010.1,67.92,434.01
28.77,75.23,1010.01,59.0,437.93
12.35,40.8,1027.35,72.69,476.88
26.94,62.91,1011.68,41.3,449.1
28.72,68.14,1005.82,46.52,443.26
31.14,67.32,1013.93,38.37,436.64
4.97,40.64,1020.91,94.28,485.43
14.87,41.76,1022.26,78.21,464.84
14.72,38.91,1015.17,61.75,468.87
4.43,38.91,1019.04,88.17,491.9
27.54,74.22,1007.44,75.91,430.72
15.99,39.63,1006.09,89.92,464.95
6.58,40.07,1014.22,55.44,493.72
5.15,40.07,1012.27,63.31,495.35
12.61,41.58,1020.17,85.18,463.36
31.54,77.24,1008.23,70.19,431.27
9.99,41.82,1033.14,68.36,475.75
24.51,62.08,1022.58,57.44,447.04
18.42,58.95,1016.95,86.77,452.1
22.4,70.94,1008.06,84.52,440.04
15.02,42.07,1017.89,83.68,460.82
12.1,41.58,1014.41,90.22,462.28
24.79,75.6,1017.07,68.23,440.05
31.86,69.59,1008.61,59.74,435.72
16.78,37.2,1011.97,68.94,471.24
27.03,71.14,1010.33,66.25,430.41
9.68,41.44,1015.19,87.34,479.89
14.63,41.23,998.96,86.4,466.36
30.53,73.21,1000.37,74.17,430.2
25.08,61.02,1010.01,73.21,437.31
9.44,39.82,1013.26,91.55,483.18
17.95,49.21,1012.05,59.44,455.1
13.8,42.99,1007.16,67.28,470.93
2.71,39.42,1026.66,81.11,489.3
16.32,50.88,1013.37,97.19,458.28
25.85,75.08,1006.24,57.73,444.63
28.31,50.05,1005.75,50.17,436.75
15.29,44.88,1018.85,73.67,463.32
14.81,40.71,1018.54,73.0,467.66
23.63,58.79,1017.2,67.68,442.86
26.71,70.4,1007.59,82.63,432.64
25.8,65.38,1009.3,52.28,450.5
23.18,59.04,1011.44,79.28,443.12
9.3,43.14,1010.99,88.12,477.02
25.4,70.4,1006.8,94.78,439.04
34.18,78.05,1010.71,66.77,432.1
20.05,42.48,1012.29,85.09,457.01
21.62,58.59,1012.93,67.05,445.92
25.67,58.59,1013.0,62.34,451.03
17.67,43.7,1015.26,58.76,465.06
16.72,44.78,1007.75,56.79,453.39
27.32,66.54,1004.95,72.58,431.33
13.08,43.14,1019.39,99.74,467.06
7.14,39.4,1011.68,91.84,482.82
8.05,38.38,1021.14,86.39,482.17
20.43,63.09,1016.46,91.78,445.58
18.36,53.16,1013.14,79.89,457.94
6.1,40.07,1020.21,67.24,494.43
9.06,40.02,1031.16,82.04,478.01
6.07,38.91,1019.25,83.39,483.56
14.93,43.02,1012.11,45.56,468.19
11.96,43.41,1017.42,79.44,469.34
23.09,60.95,1015.02,68.78,450.31
7.04,41.74,1021.91,88.55,488.99
27.06,43.77,1011.02,42.61,442.15
13.1,40.03,1017.79,84.48,470.75
24.19,47.45,1008.26,64.25,446.3
26.39,49.16,1005.68,56.18,442.87
6.84,39.4,1011.9,93.75,484.09
26.08,70.32,1012.32,89.0,434.24
22.32,69.48,1011.1,77.86,439.49
20.95,48.14,1013.3,67.72,452.38
19.44,60.07,1014.8,69.06,452.89
27.86,61.5,1009.23,46.19,439.49
20.21,69.94,1009.33,83.96,447.06
27.71,72.99,1007.18,72.68,433.01
29.82,43.21,1011.52,63.54,433.31
25.16,77.3,1000.73,86.4,439.37
26.76,71.94,1008.81,64.62,432.49
30.04,68.08,1011.04,51.01,429.52
25.35,63.21,1012.31,80.16,442.23
4.47,35.19,1018.78,92.68,487.43
24.33,46.93,1013.83,44.59,447.54
19.88,44.6,1015.52,37.85,467.68
27.37,71.06,1008.4,87.52,432.14
6.45,35.77,1018.86,67.84,483.12
26.54,69.48,1010.7,66.09,432.56
24.92,60.95,1014.88,60.58,445.44
14.2,38.62,1017.83,77.57,465.29
23.81,46.93,1013.19,54.82,449.58
22.51,68.63,1015.1,57.19,450.75
20.51,42.23,1013.25,71.83,461.78
18.33,44.34,1019.55,51.69,468.8
13.25,41.62,1010.8,77.81,457.64
13.73,41.92,1031.01,64.92,466.29
16.3,38.73,1001.79,73.45,465.7
18.26,59.15,1012.38,85.74,452.03
11.05,40.75,1016.55,87.08,478.07
27.03,65.12,1015.94,45.1,441.62
27.77,62.26,1010.88,66.45,430.19
12.8,42.18,1016.27,83.9,467.69
16.0,43.02,1012.37,39.2,466.01
17.79,46.21,1010.38,85.25,448.74
5.67,45.87,1008.91,93.29,478.44
18.68,53.29,1018.16,75.01,459.89
27.41,63.07,1011.5,55.3,445.02
12.23,41.58,1018.76,87.66,464.45
23.7,66.56,1002.07,85.19,436.94
13.6,41.2,1015.92,85.05,467.42
17.36,52.9,1015.42,69.97,458.66
12.36,52.75,1026.04,68.71,465.14
23.85,74.22,1009.99,82.72,441.66
15.29,25.88,1009.21,66.0,464.25
22.1,74.87,1009.4,85.78,442.83
12.12,40.0,1018.72,84.42,462.1
18.26,69.94,1004.1,97.39,443.59
25.98,60.95,1014.5,48.01,442.9
17.04,40.12,1011.81,83.14,458.1
8.55,36.25,1029.54,85.23,480.68
22.69,54.2,1012.92,65.55,444.26
6.25,39.04,1019.65,71.27,484.14
5.12,40.78,1025.45,96.88,481.28
8.02,41.92,1029.8,92.05,467.21
25.56,74.67,1016.62,76.1,435.81
11.25,40.67,1011.64,63.54,480.49
28.75,70.02,1010.33,46.55,440.31
9.53,38.38,1020.49,80.08,478.03
24.43,65.18,1012.57,77.83,437.26
16.97,50.9,1012.31,82.65,463.28
6.01,35.79,1011.05,91.33,482.25
31.63,70.17,999.4,59.94,432.07
29.83,71.43,1011.93,55.8,439.34
19.31,67.71,1005.31,77.15,446.23
22.06,43.43,1010.46,58.01,448.92
28.99,68.24,1008.75,66.57,428.28
20.87,63.31,1012.27,79.51,446.7
13.66,41.67,1013.43,80.56,469.17
33.82,72.29,1008.67,46.95,432.13
6.29,43.65,1020.68,70.14,485.8
19.94,56.53,1020.48,76.43,453.8
23.6,65.48,1017.44,61.26,444.38
17.57,44.06,1015.43,72.75,459.73
12.24,34.03,1018.44,69.27,474.18
21.12,63.91,1009.33,96.14,447.64
15.55,45.09,1014.33,62.19,457.36
25.54,70.47,1009.28,73.5,436.16
30.92,78.05,1011.0,59.62,434.12
21.11,65.94,1009.83,71.91,448.77
12.88,43.8,1023.19,59.18,468.19
26.3,67.07,1006.26,63.79,433.72
20.23,52.05,1012.15,47.49,457.57
15.6,41.04,1025.48,64.43,457.49
13.04,41.04,1026.27,69.75,464.91
12.65,44.03,1007.13,85.23,466.01
20.3,58.46,1015.93,82.13,448.79
14.89,39.82,1013.23,82.49,470.19
28.52,57.82,1004.81,57.82,435.4
13.48,46.18,1018.15,88.38,464.58
6.9,39.81,1016.74,88.24,481.88
10.4,45.01,1018.58,93.48,470.79
8.66,36.25,1028.22,86.96,479.66
24.86,72.39,1001.15,90.24,440.85
20.03,60.77,1017.23,87.82,449.31
31.19,68.3,1014.86,39.1,430.48
25.53,62.96,1019.81,59.7,444.38
8.57,39.69,1000.91,99.9,474.29
29.12,67.32,1014.21,48.8,435.2
11.76,41.58,1020.91,88.35,465.45
15.85,49.69,1015.48,88.65,464.72
9.59,38.56,1017.52,61.89,481.05
25.88,71.73,1010.01,72.8,430.86
11.72,40.92,1023.35,88.55,465.88
15.75,36.99,1007.67,93.8,464.38
16.52,53.16,1014.68,76.82,457.81
8.07,41.01,1023.26,97.5,474.09
12.93,36.71,1013.22,83.44,472.42
16.0,37.87,1020.24,78.41,461.33
29.19,65.71,1013.85,50.5,444.49
14.44,41.2,1015.96,81.97,469.85
22.91,60.07,1016.03,59.72,446.19
15.09,44.34,1019.46,60.49,468.8
24.66,58.86,1013.86,56.39,444.42
11.09,42.44,1014.18,92.81,478.37
20.72,44.57,1008.96,72.57,449.76
25.52,71.73,1009.91,79.55,434.67
25.63,71.58,1010.14,87.57,433.76
22.67,58.2,1016.91,60.75,446.36
22.53,74.87,1009.91,93.21,444.69
14.43,44.84,1024.34,84.0,467.45
14.02,40.75,1016.05,70.65,470.48
14.19,39.52,1018.34,77.25,467.14
20.28,57.25,1010.12,88.42,452.03
9.34,40.77,1012.14,90.81,477.36
7.01,37.8,1021.47,62.84,483.95
24.81,67.17,1007.71,84.37,442.75
29.01,66.44,1011.21,71.56,430.61
21.44,51.19,1009.1,84.94,446.17
22.88,71.73,1010.11,86.96,436.36
13.87,38.01,1022.61,84.22,473.39
23.82,63.76,1009.8,68.94,440.52
9.07,40.67,1014.41,70.39,484.5
23.43,51.43,1011.31,73.55,444.09
27.75,77.24,1007.48,78.37,433.57
15.37,43.67,1011.9,91.48,468.23
3.0,39.64,1011.0,80.14,485.2
17.35,47.83,1006.71,80.57,453.96
12.05,48.04,1009.14,100.13,464.14
7.73,37.8,1020.71,63.93,483.94
13.0,39.85,1012.57,61.56,477.71
25.51,64.27,1013.28,61.85,444.76
3.98,35.47,1017.22,86.53,489.64
24.56,60.27,1017.63,74.5,440.31
15.78,41.16,1008.43,80.25,464.85
25.88,63.73,1009.48,77.17,438.42
13.8,39.39,1013.85,81.95,471.7
24.34,66.05,1019.26,74.58,440.67
23.09,63.91,1012.23,83.25,447.9
18.76,52.9,1016.27,64.7,458.26
4.78,42.85,1013.07,94.72,479.09
21.61,41.54,1014.5,75.62,458.47
22.2,51.19,1009.2,82.95,445.54
32.12,69.98,1013.31,54.3,429.86
25.85,70.36,1005.59,78.23,433.06
13.36,39.64,1010.3,93.26,471.89
24.73,71.14,1009.07,68.87,437.55
23.86,74.93,1016.88,71.44,444.38
20.35,56.53,1020.23,70.05,456.04
10.72,41.17,1019.68,60.71,479.21
35.77,73.56,1006.36,36.31,430.14
7.89,71.14,1018.4,86.49,474.66
29.51,75.6,1017.92,50.61,431.18
20.38,62.52,1017.85,75.56,456.56
13.42,40.35,1011.2,77.0,472.57
24.22,62.08,1022.53,60.79,449.11
16.88,56.89,1014.01,82.1,457.0
24.47,58.05,1011.27,71.7,446.93
18.31,52.9,1015.99,66.14,459.61
24.35,58.49,1011.03,70.64,445.6
28.94,62.26,1010.64,50.41,436.04
11.8,45.09,1013.21,89.68,470.57
28.03,60.23,1010.23,66.04,438.88
24.56,63.21,1013.79,82.38,444.34
26.94,73.21,1002.83,91.25,431.19
10.39,40.96,1023.51,84.73,479.0
22.11,59.8,1016.86,70.14,450.62
27.87,70.79,1003.96,72.17,428.41
20.97,44.63,1007.64,73.69,453.26
8.22,40.77,1009.11,95.61,480.38
3.82,35.47,1016.62,84.34,489.04
13.34,40.83,1008.09,85.85,471.82
30.19,68.08,1010.95,50.34,431.25
9.27,40.22,1008.1,89.24,481.23
15.0,40.66,1016.28,89.62,456.63
22.54,63.07,1011.71,81.64,442.28
29.39,68.24,1009.06,66.76,427.96
22.96,68.61,1011.15,76.62,447.18
10.19,44.63,1020.58,91.64,472.45
7.29,41.04,1024.06,89.19,474.71
18.7,52.72,1024.84,57.72,458.06
11.48,42.02,1000.29,94.76,471.43
24.33,46.93,1013.51,52.63,449.07
24.49,65.61,1014.71,63.47,447.26
24.31,63.86,1019.47,58.54,442.69
33.3,80.18,1011.09,63.98,430.16
21.71,65.27,1013.24,63.58,444.91
25.01,66.56,1009.68,64.94,435.73
17.25,43.14,1018.34,76.17,462.8
29.83,62.66,1007.98,47.07,438.71
24.19,46.21,1010.79,62.04,440.87
27.61,69.68,1012.79,77.01,438.31
9.86,41.01,1018.49,98.71,467.37
20.89,70.32,1011.22,89.68,442.5
24.26,42.8,1013.72,61.62,459.65
19.39,68.61,1011.09,96.51,446.47
23.86,45.87,1007.71,48.73,446.67
13.53,38.73,1004.86,85.38,472.46
10.2,41.46,1019.12,83.26,480.11
19.54,54.9,1017.15,70.37,455.86
17.45,42.28,1007.64,69.19,463.83
21.22,43.43,1010.96,61.07,448.06
